field1,Id,SeriousDlqin2yrs,RevolvingUtilizationOfUnsecuredLines,age,IsOld,NumberTimePond,NumberOfTime30-59DaysPastDueNotWorse,DebtRatio,MonthlyDebt,MonthlyIncome,NumberOfOpenCreditLinesAndLoans,MonthlyPerPerson,MonthlyBalance,NumberOfTimes90DaysLate,NumberRealEstateLoansOrLines,NumberOfTime60-89DaysPastDueNotWorse,NumberOfDependents,SeriousDlqin2yrs,0 probability,1 probability
26233,26234,0,0.33976054899999997,32,0,1,1,0.442069741,2357.557928753,5333,18,5333.0,0.0,0,1,0,0,0,0.91833,0.08167
26256,26257,1,0.9999998999999999,46,0,0,0,0.0,0.0,2300,0,2300.0,0.0,0,0,0,0,0,0.851,0.149
26269,26270,0,0.046205302999999996,62,0,0,0,0.17606684600000003,589.8239341000001,3350,5,1675.0,1675.0,0,0,0,1,0,0.98116,0.01884
26279,26280,1,0.9999998999999999,67,0,26,3,4.979695431000001,2938.0203042900002,590,4,590.0,0.0,7,1,1,0,1,0.28189,0.71811
26282,26283,0,0.767219475,61,0,0,0,0.498215235,6559.50178401,13166,16,13166.0,0.0,0,2,0,0,0,0.96387,0.03613
26289,26290,0,0.9461317340000001,51,0,0,0,0.334000667,1000.665998332,2996,3,749.0,2247.0,0,0,0,3,0,0.82501,0.17499
26295,26296,0,0.05404501,78,1,0,0,0.211438475,1585.7885625,7500,14,7500.0,0.0,0,1,0,0,0,0.99002,0.00998
26298,26299,0,0.208031679,67,0,0,0,4605.0,4605.0,,7,,,0,4,0,0,0,0.91285,0.08715
26299,26300,0,0.32596076399999996,44,0,0,0,0.349460216,873.65054,2500,15,833.3333333333334,1666.6666666666665,0,0,0,2,0,0.94522,0.05478
26301,26302,0,0.04116996,59,0,0,0,0.6781160940000001,4520.321882604,6666,15,6666.0,0.0,0,1,0,0,0,0.97443,0.02557
26308,26309,0,0.9999998999999999,46,0,2,0,0.0,0.0,6000,1,1200.0,4800.0,0,0,1,4,0,0.58364,0.41636
26313,26314,1,0.776667241,60,0,5,2,401.0,401.0,,16,,,1,0,0,,0,0.72834,0.27166
26318,26319,0,0.157157747,64,0,1,1,0.766464562,3665.233535484,4782,12,4782.0,0.0,0,3,0,0,0,0.95457,0.04543
26324,26325,0,0.562838206,53,0,1,1,0.336035718,5719.6639560779995,17021,12,5673.666666666667,11347.333333333332,0,2,0,2,0,0.68632,0.31368
26326,26327,0,0.073842986,76,1,0,0,0.020795841000000002,103.97920500000001,5000,4,5000.0,0.0,0,0,0,0,0,0.9898,0.0102
26327,26328,0,0.0070974969999999995,67,0,0,0,0.003249188,12.996752,4000,4,4000.0,0.0,0,0,0,0,0,0.98641,0.01359
26330,26331,0,0.268488147,51,0,0,0,8276.0,8276.0,,15,,,0,3,0,0,0,0.82817,0.17183
26353,26354,0,0.0,64,0,0,0,21.0,,,7,,,0,0,0,0,0,0.97791,0.02209
26359,26360,0,0.44447733899999997,66,0,0,0,0.478802575,5725.52119185,11958,35,11958.0,0.0,0,2,0,0,0,0.98371,0.01629
26373,26374,0,0.046032153,69,0,0,0,0.41032442399999997,2010.5896775999997,4900,13,2450.0,2450.0,0,1,0,1,0,0.98485,0.01515
26375,26376,0,0.122516524,77,1,0,0,0.040802896,1115.9592056,27350,11,27350.0,0.0,0,2,0,0,0,0.99623,0.00377
26377,26378,0,0.20614591699999998,46,0,0,0,0.569701198,4899.4303027999995,8600,4,2866.6666666666665,5733.333333333334,0,2,0,2,0,0.95473,0.04527
26383,26384,0,0.027848422999999997,71,1,0,0,2218.0,2218.0,,12,,,0,1,0,0,0,0.98036,0.01964
26387,26388,0,0.139403139,46,0,0,0,267.0,267.0,,7,,,0,0,0,0,0,0.95644,0.04356
26388,26389,0,0.71335613,62,0,0,0,0.422632794,2561.5773644339997,6061,15,3030.5,3030.5,0,1,0,1,0,0.97784,0.02216
26389,26390,0,0.056753033,78,1,0,0,0.45184938399999997,1355.5481519999998,3000,9,3000.0,0.0,0,2,0,0,0,0.97983,0.02017
26392,26393,0,0.118494075,48,0,0,0,5802.0,5802.0,,5,,,0,2,0,0,0,0.86399,0.13601
26393,26394,1,0.9999998999999999,34,0,4,1,0.136099419,678.863901972,4988,2,1662.6666666666667,3325.333333333333,1,1,0,2,1,0.37995,0.62005
26394,26395,0,0.22944315199999998,78,1,0,0,0.303107489,1784.696895232,5888,15,2944.0,2944.0,0,2,0,1,0,0.9846,0.0154
26399,26400,0,0.060986023,60,0,0,0,2022.0,2022.0,,7,,,0,1,0,2,0,0.94988,0.05012
26400,26401,0,0.0,57,0,0,0,0.19058606399999997,1238.8094159999998,6500,3,6500.0,0.0,0,0,0,0,0,0.97488,0.02512
26410,26411,0,0.9999998999999999,63,0,1,1,0.598890302,5180.4011123,8650,5,2883.3333333333335,5766.666666666666,0,1,0,2,0,0.82357,0.17643
26412,26413,0,0.404004495,47,0,1,1,0.203234579,1419.796768894,6986,10,2328.6666666666665,4657.333333333334,0,1,0,2,0,0.80086,0.19914
26416,26417,0,0.077099143,52,0,0,0,0.49214778,4355.507853,8850,11,4425.0,4425.0,0,3,0,1,0,0.96838,0.03162
26417,26418,0,0.890821836,38,0,0,0,0.046968688,140.953032688,3001,3,1500.5,1500.5,0,0,0,1,0,0.8354,0.1646
26420,26421,0,0.268473153,31,0,0,0,0.043318894000000004,129.956682,3000,2,3000.0,0.0,0,0,0,0,0,0.92743,0.07257
26433,26434,0,0.0012417489999999999,65,0,0,0,91.0,,,6,,,0,1,0,0,0,0.98398,0.01602
26442,26443,0,0.394331494,46,0,0,0,0.79049377,5138.209505,6500,21,1625.0,4875.0,0,3,0,3,0,0.88049,0.11951
26443,26444,0,0.735055197,31,0,0,0,0.209711973,880.7902866,4200,6,4200.0,0.0,0,0,0,0,0,0.88435,0.11565
26454,26455,0,0.069607819,41,0,2,2,0.434588385,2042.5654095000002,4700,13,2350.0,2350.0,0,2,0,1,0,0.82219,0.17781
26459,26460,0,0.5183548720000001,32,0,1,1,0.482007576,1526.517993192,3167,10,3167.0,0.0,0,0,0,0,0,0.85681,0.14319
26460,26461,0,0.22523943899999999,55,0,0,0,0.07963667099999999,376.92036384299996,4733,6,4733.0,0.0,0,0,0,0,0,0.9837,0.0163
26461,26462,0,0.0,33,0,0,0,0.508375819,2791.4916221289996,5491,11,5491.0,0.0,0,2,0,0,0,0.9346,0.0654
26477,26478,0,0.09483691,37,0,0,0,0.294456443,2453.705539519,8333,6,8333.0,0.0,0,2,0,0,0,0.96276,0.03724
26481,26482,0,0.089172421,85,1,0,0,0.042212842,189.957789,4500,10,2250.0,2250.0,0,0,0,1,0,0.98866,0.01134
26486,26487,1,0.914159042,37,0,7,5,1872.0,1872.0,,13,,,0,1,1,2,1,0.36035,0.63965
26495,26496,0,0.01457421,57,0,0,0,0.0014544570000000001,23.9985405,16500,6,16500.0,0.0,0,0,0,0,0,0.989,0.011
26512,26513,0,0.081483001,47,0,0,0,0.173916149,2434.826086,14000,6,4666.666666666667,9333.333333333332,0,1,0,2,0,0.97052,0.02948
26514,26515,0,0.13756753,61,0,0,0,0.87052158,5223.1294800000005,6000,19,6000.0,0.0,0,1,0,0,0,0.97174,0.02826
26516,26517,0,0.229446467,54,0,0,0,2711.0,2711.0,,11,,,0,2,0,0,0,0.94558,0.05442
26522,26523,0,0.170055701,32,0,0,0,0.525797936,2190.474201376,4166,8,2083.0,2083.0,0,2,0,1,0,0.92001,0.07999
26528,26529,0,0.081218376,55,0,0,0,0.18495672100000002,1858.81504605,10050,8,3350.0,6700.0,0,1,0,2,0,0.97803,0.02197
26529,26530,0,0.922274472,50,0,1,1,0.6740918440000001,1966.3259089480002,2917,15,729.25,2187.75,0,0,0,3,0,0.77088,0.22912
26540,26541,0,0.074234838,69,0,0,0,0.297168563,2245.702830591,7557,28,7557.0,0.0,0,1,0,0,0,0.99322,0.00678
26541,26542,0,0.887043189,28,0,0,0,0.189061445,559.810938645,2961,6,1480.5,1480.5,0,0,0,1,0,0.80786,0.19214
26545,26546,0,0.0,77,1,0,0,0.0,,,6,,,0,0,0,0,0,0.98979,0.01021
26546,26547,0,0.072830895,39,0,0,0,0.22059313600000002,661.7794080000001,3000,7,750.0,2250.0,0,0,0,3,0,0.94666,0.05334
26549,26550,1,0.9999998999999999,44,0,10,1,548.0,548.0,,1,,,3,0,0,0,1,0.32477,0.67523
26553,26554,1,0.9999998999999999,40,0,15,0,0.103157895,538.89684348,5224,1,2612.0,2612.0,5,0,0,1,1,0.32079,0.67921
26584,26585,0,0.178592421,47,0,0,0,0.233776622,2337.76622,10000,9,10000.0,0.0,0,2,0,0,0,0.97595,0.02405
26588,26589,0,0.26605436600000004,35,0,3,3,0.342245989,1471.6577527,4300,6,860.0,3440.0,0,0,0,4,0,0.59022,0.40978
26591,26592,1,1.20829476,45,0,25,1,0.153419843,1134.846578671,7397,8,3698.5,3698.5,4,0,6,1,1,0.27679,0.72321
26598,26599,0,0.331675369,63,0,0,0,2570.0,2570.0,0,22,0.0,0.0,0,2,0,0,0,0.97439,0.02561
26605,26606,0,0.015390023999999999,73,1,0,0,0.001047519,10.9989495,10500,4,10500.0,0.0,0,0,0,0,0,0.99224,0.00776
26615,26616,1,0.9999998999999999,29,0,6,0,164.0,164.0,,3,,,2,0,0,0,1,0.36909,0.63091
26619,26620,0,0.18253300600000003,64,0,0,0,0.9817684590000001,3230.0182301100003,3290,16,1096.6666666666667,2193.333333333333,0,1,0,2,0,0.97157,0.02843
26621,26622,0,0.010393374,32,0,0,0,0.315539739,1861.6844601,5900,7,1966.6666666666667,3933.333333333333,0,1,0,2,0,0.95465,0.04535
26630,26631,0,0.081354499,74,1,0,0,1924.0,1924.0,,6,,,0,2,0,0,0,0.97883,0.02117
26632,26633,0,0.300665312,58,0,0,0,4728.0,4728.0,,10,,,0,3,0,0,0,0.92283,0.07717
26636,26637,0,0.064704773,36,0,0,0,0.48663325,1164.51336725,2393,4,2393.0,0.0,0,1,0,0,0,0.9481,0.0519
26637,26638,0,0.06742696599999999,32,0,1,1,0.161867365,741.8381337950001,4583,9,4583.0,0.0,0,0,0,0,0,0.92136,0.07864
26646,26647,0,0.549450549,59,0,0,0,0.006397440999999999,15.993602499999998,2500,2,2500.0,0.0,0,0,0,0,0,0.9794,0.0206
26653,26654,0,0.5860706960000001,56,0,0,0,1408.0,1408.0,,4,,,0,1,0,,0,0.98025,0.01975
26654,26655,0,0.22384483300000002,56,0,0,0,0.207083545,1221.7929155,5900,11,5900.0,0.0,0,0,0,0,0,0.98327,0.01673
26655,26656,0,0.9999998999999999,75,1,3,0,0.004284949000000001,23.995714400000004,5600,1,5600.0,0.0,1,0,0,0,0,0.65388,0.34612
26666,26667,0,0.075065877,48,0,0,0,2.412989176,2895.5870112,1200,9,400.0,800.0,0,2,0,2,0,0.93765,0.06235
26669,26670,0,0.007739698000000001,61,0,0,0,1965.0,1965.0,,7,,,0,2,0,0,0,0.95893,0.04107
26673,26674,0,0.25307345600000003,35,0,0,0,0.21412471800000002,854.785874256,3992,6,3992.0,0.0,0,0,0,0,0,0.96128,0.03872
26685,26686,0,0.163499592,46,0,0,0,1526.0,1526.0,,3,,,0,1,0,0,0,0.92997,0.07003
26692,26693,0,0.9999998999999999,52,0,0,0,0.074585083,372.925415,5000,3,1666.6666666666667,3333.333333333333,0,0,0,2,0,0.8834,0.1166
26698,26699,0,0.21600845300000002,51,0,0,0,0.22667546600000002,3777.773316356,16666,10,3333.2,13332.8,0,1,0,4,0,0.94961,0.05039
26706,26707,0,0.444403596,45,0,0,0,0.719856029,3599.280145,5000,13,5000.0,0.0,0,1,0,0,0,0.92417,0.07583
26714,26715,0,0.022320437000000002,62,0,0,0,491.0,491.0,,13,,,0,1,0,0,0,0.98434,0.01566
26718,26719,0,0.440400904,53,0,0,0,0.491869919,2540.508131635,5165,8,5165.0,0.0,0,2,0,0,0,0.94596,0.05404
26719,26720,0,0.538552675,27,0,1,1,0.124056512,640.875940992,5166,6,5166.0,0.0,0,0,0,0,0,0.7807,0.2193
26722,26723,0,0.9999998999999999,44,0,1,1,0.058687792999999995,762.9413089999999,13000,3,3250.0,9750.0,0,0,0,3,0,0.72218,0.27782
26736,26737,0,0.884619822,38,0,2,0,0.520385932,1671.4796135840002,3212,13,3212.0,0.0,0,1,1,0,0,0.83025,0.16975
26747,26748,0,0.042948926,58,0,0,0,0.304414705,1978.6955825,6500,8,3250.0,3250.0,0,1,0,1,0,0.97785,0.02215
26753,26754,0,0.030797542999999997,49,0,0,0,1240.0,1240.0,,5,,,0,1,0,0,0,0.95378,0.04622
26754,26755,1,0.63340754,67,0,0,0,0.675243301,5064.3247575,7500,25,7500.0,0.0,0,2,0,0,0,0.97829,0.02171
26758,26759,1,1.0611002920000001,25,0,5,0,562.0,562.0,,7,,,1,0,1,,1,0.47512,0.52488
26761,26762,0,0.653780596,59,0,0,0,0.6836843979999999,1914.3163143999998,2800,7,2800.0,0.0,0,0,0,0,0,0.96746,0.03254
26765,26766,0,0.53212558,30,0,0,0,0.42067205399999996,988.5793269,2350,7,2350.0,0.0,0,0,0,0,0,0.893,0.107
26770,26771,0,0.7679908540000001,48,0,0,0,2625.0,2625.0,,6,,,0,0,0,2,0,0.73929,0.26071
26774,26775,0,0.083367327,65,0,0,0,0.172823913,1641.8271735,9500,8,9500.0,0.0,0,1,0,0,0,0.9899,0.0101
26787,26788,0,0.9054562559999999,53,0,5,0,0.242822454,1699.7571779999998,7000,7,7000.0,0.0,1,2,1,0,1,0.45477,0.54523
26793,26794,1,0.767448806,79,1,3,3,0.6571511520000001,13581.342858384001,20667,33,20667.0,0.0,0,3,0,0,0,0.74826,0.25174
26795,26796,0,0.47745383,65,0,0,0,0.34843787299999995,4382.651566594,12578,10,12578.0,0.0,0,2,0,0,0,0.98012,0.01988
26798,26799,0,0.037123415,83,1,0,0,0.013056836,33.986944108,2603,2,2603.0,0.0,0,0,0,0,0,0.9884,0.0116
26801,26802,0,0.573672935,80,1,0,0,0.050176677999999995,70.949822692,1414,2,1414.0,0.0,0,0,0,0,0,0.97474,0.02526
26809,26810,0,0.9999998999999999,39,0,3,0,0.0,0.0,3565,1,1782.5,1782.5,1,0,0,1,1,0.42242,0.57758
26813,26814,1,0.9999998999999999,27,0,1,1,0.498753117,599.501246634,1202,6,1202.0,0.0,0,0,0,0,0,0.68764,0.31236
26822,26823,0,0.042218482,41,0,0,0,2132.0,2132.0,,5,,,0,1,0,0,0,0.9133,0.0867
26827,26828,0,0.274218063,49,0,0,0,0.36827340000000003,2887.6317294,7841,7,3920.5,3920.5,0,1,0,1,0,0.97307,0.02693
26828,26829,0,0.008824732,60,0,0,0,0.057782405,443.942217615,7683,7,2561.0,5122.0,0,0,0,2,0,0.97853,0.02147
26833,26834,0,0.054165745,32,0,0,0,0.48150264200000004,3370.5184940000004,7000,9,7000.0,0.0,0,2,0,0,0,0.9329,0.0671
26838,26839,0,0.034791978,68,0,0,0,0.44528964299999996,2282.5547100179997,5126,12,5126.0,0.0,0,2,0,0,0,0.98359,0.01641
26845,26846,0,0.01296085,62,0,0,0,15.0,,,5,,,0,0,0,0,0,0.98245,0.01755
26846,26847,0,0.18845947300000002,60,0,0,0,0.273776166,1660.726222956,6066,15,6066.0,0.0,0,0,0,0,0,0.98597,0.01403
26870,26871,0,0.14713217,27,0,0,0,0.368948247,1104.631051518,2994,4,1497.0,1497.0,0,1,0,1,0,0.84893,0.15107
26878,26879,0,0.0,26,0,0,0,0.099225194,396.900776,4000,5,4000.0,0.0,0,0,0,0,0,0.9342,0.0658
26879,26880,0,0.5869945679999999,44,0,0,0,4275.0,4275.0,,11,,,0,3,0,1,0,0.73923,0.26077
26884,26885,0,0.417430642,40,0,1,1,0.537267081,3805.462734723,7083,15,2361.0,4722.0,0,2,0,2,0,0.75966,0.24034
26888,26889,0,0.068912918,29,0,2,2,65.0,0.0,0,5,0.0,0.0,0,0,0,0,0,0.73316,0.26684
26893,26894,0,0.48836446299999997,39,0,0,0,0.510367071,3322.48963221,6510,15,2170.0,4340.0,0,2,0,2,0,0.89159,0.10841
26896,26897,1,0.9999998999999999,43,0,11,0,0.108018386,422.89198118999997,3915,1,3915.0,0.0,3,0,1,0,1,0.33965,0.66035
26899,26900,0,0.108663056,49,0,0,0,0.395154312,4109.6048448,10400,12,2600.0,7800.0,0,1,0,3,0,0.97393,0.02607
26901,26902,0,0.088097798,45,0,0,0,0.374461418,1911.62553889,5105,12,1701.6666666666667,3403.333333333333,0,1,0,2,0,0.97594,0.02406
26903,26904,0,0.12234826,65,0,0,0,0.6940611879999999,3470.3059399999997,5000,18,5000.0,0.0,0,2,0,0,0,0.98416,0.01584
26904,26905,0,0.7500313279999999,38,0,0,0,0.39292522799999996,1854.60707616,4720,6,1573.3333333333333,3146.666666666667,0,1,0,2,0,0.9124,0.0876
26909,26910,0,1.0277168490000002,47,0,5,1,0.018331151,153.9816684,8400,2,2100.0,6300.0,0,0,2,3,1,0.45144,0.54856
26911,26912,0,0.644355644,21,0,0,0,0.023142509,18.97685738,820,1,820.0,0.0,0,0,0,0,0,0.86294,0.13706
26913,26914,0,0.002013842,73,1,0,0,183.0,183.0,,7,,,0,0,0,0,0,0.9825,0.0175
26919,26920,0,0.013699026000000001,41,0,0,0,0.6338251429999999,5197.366172599999,8200,7,8200.0,0.0,0,2,0,0,0,0.9382,0.0618
26920,26921,0,0.00339983,25,0,0,0,0.634591961,520.36540802,820,9,820.0,0.0,0,0,0,0,0,0.92235,0.07765
26925,26926,0,0.148616152,68,0,0,0,0.07518285400000001,441.924815812,5878,8,2939.0,2939.0,0,0,0,1,0,0.98719,0.01281
26928,26929,1,0.428018557,38,0,1,1,535.0,535.0,,7,,,0,0,0,0,0,0.77136,0.22864
26929,26930,0,0.026855225,44,0,0,0,0.003141959,10.9968565,3500,4,1750.0,1750.0,0,0,0,1,0,0.96382,0.03618
26940,26941,0,0.0,28,0,0,0,0.0,0.0,6121,2,6121.0,0.0,0,0,0,0,0,0.92705,0.07295
26973,26974,0,0.0,36,0,0,0,413.0,413.0,0,3,0.0,0.0,0,0,0,0,0,0.92821,0.07179
26975,26976,0,0.8166877370000001,37,0,0,0,0.306899138,1636.693102954,5333,7,1333.25,3999.75,0,1,0,3,0,0.91775,0.08225
26977,26978,1,0.9937423479999999,48,0,6,0,0.43812486100000003,1971.5618745000002,4500,9,2250.0,2250.0,2,0,0,1,1,0.43278,0.56722
26985,26986,1,0.122708716,52,0,0,0,0.433499354,2349.56649868,5420,12,5420.0,0.0,0,2,0,0,0,0.97539,0.02461
26993,26994,0,0.0,37,0,0,0,0.21945834600000003,1490.7805443780003,6793,4,2264.3333333333335,4528.666666666666,0,1,0,2,0,0.90042,0.09958
26998,26999,1,0.268794363,57,0,0,0,0.968189428,4047.0318090399996,4180,11,4180.0,0.0,0,3,0,0,0,0.97398,0.02602
26999,27000,0,0.002316256,70,0,0,0,0.265036148,1722.7349620000002,6500,9,6500.0,0.0,0,1,0,0,0,0.98865,0.01135
27001,27002,0,0.042917588,72,1,0,0,0.261115926,3916.73889,15000,9,15000.0,0.0,0,4,0,0,0,0.99027,0.00973
27008,27009,0,0.054443364,49,0,0,0,0.138377641,608.8616204,4400,11,1100.0,3300.0,0,1,0,3,0,0.97155,0.02845
27013,27014,0,0.7454609240000001,54,0,0,0,0.7521487459999999,4287.247852199999,5700,9,2850.0,2850.0,0,2,0,1,0,0.8477,0.1523
27017,27018,1,0.9999998999999999,58,0,0,0,0.031521739,86.968477901,2759,0,2759.0,0.0,0,0,0,0,0,0.90862,0.09138
27022,27023,1,0.7759303559999999,31,0,0,0,5971.0,5971.0,,12,,,0,3,0,0,0,0.71073,0.28927
27025,27026,0,0.9066573290000001,33,0,1,1,0.321946342,1931.678052,6000,6,2000.0,4000.0,0,0,0,2,0,0.67789,0.32211
27028,27029,0,0.275186959,26,0,0,0,0.260145682,249.73985471999998,960,5,960.0,0.0,0,0,0,0,0,0.92964,0.07036
27039,27040,0,0.021135462,86,1,0,0,0.009663446,28.990337999999998,3000,11,1500.0,1500.0,0,0,0,1,0,0.98542,0.01458
27044,27045,0,0.008199504,65,0,0,0,0.176778773,2091.823220909,11833,11,11833.0,0.0,0,2,0,0,0,0.98997,0.01003
27049,27050,0,0.043497035,84,1,0,0,0.151985525,1595.8480125,10500,23,10500.0,0.0,0,1,0,0,0,0.99555,0.00445
27050,27051,0,0.13057163,36,0,3,0,0.38194973299999996,3008.618046841,7877,7,7877.0,0.0,1,2,0,0,0,0.68836,0.31164
27055,27056,0,0.015900781,61,0,0,0,2420.0,2420.0,,19,,,0,1,0,0,0,0.97057,0.02943
27060,27061,0,0.07340189,54,0,0,0,0.315285495,2666.6847167100004,8458,7,8458.0,0.0,0,1,0,0,0,0.98213,0.01787
27061,27062,0,0.06764505700000001,45,0,0,0,0.21396433899999998,1283.7860339999997,6000,17,1200.0,4800.0,0,0,0,4,0,0.95746,0.04254
27062,27063,0,0.979755061,31,0,1,1,0.935680139,2152.0643197,2300,7,1150.0,1150.0,0,1,0,1,0,0.66061,0.33939
27065,27066,0,0.473880113,39,0,2,0,0.53254151,4393.467457500001,8250,9,2750.0,5500.0,0,1,1,2,0,0.75427,0.24573
27067,27068,1,0.9999998999999999,23,0,4,0,0.018838908,48.981160800000005,2600,2,866.6666666666666,1733.3333333333335,0,0,2,2,0,0.5236,0.4764
27073,27074,0,0.0,57,0,0,0,0.47236614899999996,1093.527634935,2315,10,771.6666666666666,1543.3333333333335,0,1,0,2,0,0.96758,0.03242
27074,27075,0,0.449551682,38,0,0,0,0.306296692,2008.693706136,6558,11,1639.5,4918.5,0,2,0,3,0,0.92324,0.07676
27084,27085,0,0.024760108,74,1,0,0,0.234539298,1315.7654617800001,5610,8,5610.0,0.0,0,2,0,0,0,0.98919,0.01081
27105,27106,0,0.9999998999999999,41,0,0,0,0.422694549,2465.5773043169997,5833,2,1458.25,4374.75,0,0,0,3,0,0.75329,0.24671
27106,27107,0,0.12784409800000002,29,0,0,0,37.0,,,2,,,0,0,0,0,0,0.90336,0.09664
27110,27111,0,0.0,33,0,0,0,0.308648369,595.69135217,1930,8,965.0,965.0,0,0,0,1,0,0.93419,0.06581
27116,27117,0,0.9999998999999999,93,1,0,0,0.0,,,2,,,0,0,0,0,0,0.97877,0.02123
27124,27125,0,0.15759606,59,0,0,0,0.669891173,1107.330108969,1653,4,1653.0,0.0,0,1,0,0,0,0.97972,0.02028
27131,27132,1,0.021998977000000003,45,0,6,0,0.16162707,1346.83837431,8333,5,2777.6666666666665,5555.333333333334,2,1,0,2,0,0.55729,0.44271
27134,27135,0,0.717387908,38,0,4,2,0.153607872,842.8463936640001,5487,4,1371.75,4115.25,0,0,1,3,1,0.43631,0.56369
27135,27136,0,0.072221206,56,0,0,0,0.29869610399999996,3733.7012999999997,12500,13,12500.0,0.0,0,2,0,0,0,0.98101,0.01899
27142,27143,1,0.9999998999999999,63,0,0,0,0.8838226109999999,1414.1161776,1600,4,1600.0,0.0,0,1,0,0,0,0.9367,0.0633
27163,27164,0,0.89494734,40,0,0,0,0.053446771,244.946551493,4583,2,4583.0,0.0,0,0,0,0,0,0.91262,0.08738
27165,27166,0,0.43842807899999997,61,0,3,1,0.264926409,953.7350723999999,3600,3,3600.0,0.0,0,1,1,0,0,0.75782,0.24218
27174,27175,0,0.019992003,26,0,0,0,0.00140056,1.99859912,1427,6,1427.0,0.0,0,0,0,0,0,0.92166,0.07834
27176,27177,0,0.616262482,24,0,0,0,142.0,142.0,,2,,,0,0,0,0,0,0.83304,0.16696
27180,27181,0,0.013309886000000002,78,1,0,0,0.007686395,9.9923135,1300,5,1300.0,0.0,0,0,0,0,0,0.98558,0.01442
27189,27190,0,0.738850248,33,0,0,0,0.592112631,7401.4078875,12500,19,3125.0,9375.0,0,3,0,3,0,0.83137,0.16863
27193,27194,0,0.9999998999999999,43,0,0,0,5.55401E-4,1.9994435999999998,3600,7,1800.0,1800.0,0,0,0,1,0,0.84557,0.15443
27195,27196,0,0.28174365100000004,34,0,0,0,0.363772705,2182.63623,6000,5,2000.0,4000.0,0,1,0,2,0,0.92581,0.07419
27197,27198,0,0.45470616399999997,75,1,0,0,0.423392039,6562.5766045,15500,30,7750.0,7750.0,0,4,0,1,0,0.98009,0.01991
27198,27199,0,0.11324636800000001,49,0,0,0,0.42674383200000005,1400.5732566240001,3282,11,3282.0,0.0,0,2,0,0,0,0.97743,0.02257
27200,27201,0,0.607577976,66,0,0,0,2250.0,2250.0,,7,,,0,0,0,1,0,0.96076,0.03924
27206,27207,0,0.9999998999999999,34,0,5,2,0.094695918,340.9053048,3600,3,720.0,2880.0,1,0,0,4,1,0.36446,0.63554
27210,27211,0,0.12575551699999998,40,0,0,0,1898.0,1898.0,,20,,,0,2,0,0,0,0.93155,0.06845
27211,27212,0,0.23715616,72,1,0,0,0.329949875,5265.670055125,15959,25,7979.5,7979.5,0,2,0,1,0,0.99079,0.00921
27220,27221,0,0.152388787,59,0,0,0,0.20718017100000002,1863.7928183160002,8996,15,8996.0,0.0,0,2,0,0,0,0.98826,0.01174
27222,27223,0,0.021918454,39,0,0,0,0.591040896,5910.40896,10000,12,3333.3333333333335,6666.666666666666,0,4,0,2,0,0.89508,0.10493
27224,27225,0,0.008874723000000001,60,0,0,0,0.244949495,387.755050585,1583,5,1583.0,0.0,0,1,0,0,0,0.98043,0.01957
27228,27229,0,0.420257328,41,0,0,0,0.43192801200000003,2591.568072,6000,8,2000.0,4000.0,0,2,0,2,0,0.88654,0.11346
27230,27231,0,0.5780421960000001,60,0,0,0,0.244212233,2710.7557863,11100,8,11100.0,0.0,0,0,0,0,0,0.9831,0.0169
27241,27242,0,0.309291091,70,0,0,0,0.092562613,971.9074365,10500,9,10500.0,0.0,0,1,0,0,0,0.98706,0.01294
27250,27251,0,0.807993407,66,0,0,0,1333.0,1333.0,,8,,,0,0,0,0,0,0.9721,0.0279
27263,27264,0,0.0,45,0,0,0,0.596480704,2982.40352,5000,8,1666.6666666666667,3333.333333333333,0,2,0,2,0,0.94449,0.05551
27286,27287,0,0.529821204,36,0,0,0,0.539275651,7846.460722049999,14550,11,4850.0,9700.0,0,7,0,2,0,0.82105,0.17895
27290,27291,0,0.323073224,44,0,0,0,0.35121012100000004,1276.6487898350001,3635,8,3635.0,0.0,0,1,0,0,0,0.95565,0.04435
27292,27293,0,0.017803853999999997,72,1,0,0,0.006713327,46.993289,7000,8,7000.0,0.0,0,0,0,0,0,0.99268,0.00732
27297,27298,0,0.489130435,33,0,0,0,955.0,955.0,,9,,,0,0,0,0,0,0.87265,0.12735
27299,27300,0,0.010663964,53,0,0,0,0.198197254,1890.80180316,9540,16,9540.0,0.0,0,2,0,0,0,0.98379,0.01621
27300,27301,0,0.9999998999999999,60,0,8,2,87.0,,,0,,,2,0,0,0,1,0.37869,0.62131
27312,27313,1,0.9999998999999999,30,0,4,1,0.0,,,0,,,1,0,0,0,1,0.3955,0.6045
27314,27315,1,0.9999998999999999,33,0,0,0,0.331261101,372.668738625,1125,1,562.5,562.5,0,0,0,1,0,0.72397,0.27603
27318,27319,0,0.013849027,31,0,0,0,926.0,926.0,,8,,,0,1,0,0,0,0.91362,0.08638
27321,27322,0,0.168465177,64,0,0,0,0.38843919600000004,4078.6115580000005,10500,12,10500.0,0.0,0,3,0,0,0,0.98616,0.01384
27329,27330,0,0.057592112,66,0,0,0,0.401815487,2168.598183339,5397,9,5397.0,0.0,0,1,0,0,0,0.98691,0.01309
27337,27338,0,0.0,46,0,0,0,0.546040792,3640.4539602639998,6667,13,3333.5,3333.5,0,2,0,1,0,0.95816,0.04184
27345,27346,1,1.065754866,53,0,2,2,0.19724044300000002,1743.8027565630002,8841,13,2947.0,5894.0,0,1,0,2,0,0.70325,0.29675
